식당이름,메뉴이름,가격
어메이징농카이,바나나 잎으로 둘러싼 해물 카레찜 덮밥,13000
잇텐고,키츠네,7000
잇텐고,키요마사,8000
잇텐고,미도리카메,10000
잇텐고,미니차슈동,4000
잇텐고,토마토쯔께모노,3000
오츠에스프레소,아메리카노,4000
오츠에스프레소,카페라떼,4500
오츠에스프레소,오츠아메리카노,4000
오츠에스프레소,오츠라떼,4500
오츠에스프레소,아인슈페너,5000
오츠에스프레소,더치바닐라,4500
오츠에스프레소,오츠초콜릿,5000
교다이야,가께우동,7000
교다이야,덴쁘라우동,9000
교다이야,니꾸우동,9000
교다이야,오뎅우동,9000
교다이야,자루붓카케우동,8000
신성각,자장면,5000
신성각,간짜장,6000
신성각,만두,4000
신성각,탕수육,15000
감성타코&그릴 합정점,감성 그릴드 파히타,38000
감성타코&그릴 합정점,치플레크림 쉬림프 브리또,14000
감성타코&그릴 합정점,까르니따스 치즈 타코,9000
감성타코&그릴 합정점,숏립 타코,10000
감성타코&그릴 합정점,아보카도 치폴레크림 쉬림프 타코,11000
대도식당 마포대로점,대도육회(150g),28000
대도식당 마포대로점,당면된장,5000
대도식당 마포대로점,깍두기 볶음밥,4000
대도식당 마포대로점,대도명품 한우육개장*점심,9900
대도식당 마포대로점,숯불돼지고기덮밥*점심,9900
대도식당 마포대로점,대도한우 육회비빔밥*점심,10000
대도식당 마포대로점,대도한우불고기(140g)*점심특선,16000
대도식당 마포대로점,된장죽,4000
대도식당 마포대로점,한우 대패등심(120g),25000
대도식당 마포대로점,한우생등심(150g),42000
연남취향,항정 매콤 크림 파스타,16000
연남취향,차돌 로제 파스타,16000
연남취향,바다향 봉골레 파스타,15000
연남취향,치킨 커리 리조또,13000
연남취향,토마토 차슈 커리,13000
철인7호치킨 홍대점,난리세트,19900
철인7호치킨 홍대점,철인3종세트,19900
철인7호치킨 홍대점,마라꽃치킨세트(뼈),20900
철인7호치킨 홍대점,정통팩,14900
철인7호치킨 홍대점,후라이드 반마리(뼈),10000
철인7호치킨 홍대점,양념친킨 반마리(뼈),10500
철인7호치킨 홍대점,치즈스틱4pc(4p),3000
철인7호치킨 홍대점,시즈닝)양념감자(중),3000
철인7호치킨 홍대점,시즈닝)양념감자(대),6000
철인7호치킨 홍대점,양배추 샐러드,2000
철인7호치킨 홍대점,무 추가,500
철인7호치킨 홍대점,바삭바삭똥집튀김,9000
철인7호치킨 홍대점,크림치즈볼4pc,3000
철인7호치킨 홍대점,왕만두튀김3pc,3000
철인7호치킨 홍대점,간장치킨 반마리(뼈),10500
철인7호치킨 홍대점,홍갈(칠리마늘)치킨 반마리(뼈),10500
철인7호치킨 홍대점,마라치킨 반마리(뼈)신라면맵기,10500
철인7호치킨 홍대점,매운간장치킨 반마리(뼈),10500
월화고기 상암직영 1호점,0.1% 얼룩흑돼지 오겹살:얼룩흑돼지 오겹살로 쫄깃한 식감이 매력적입니다,17000
월화고기 상암직영 1호점,먹거리 X파일 착한삼겹살:건강하게 기른 무항생제 돈육입니다,15000
월화고기 상암직영 1호점,대통령상 대상 목살:제 15회 전국축산물품질경진대회 대상 수상 목살입니다,15000
월화고기 상암직영 1호점,국내산 100% 듀록특고기:부드럽고 신선하며 육즙이 풍부합니다,14000
월화고기 상암직영 1호점,1+한우 등심:고깃살의 결이 곱고 연하며 마블링이 많아 풍미가 풍부합니다,32000
월화고기 상암직영 1호점,1+ 한우 차돌박이:부드러운 지방이 녹으며 내는 촉촉하고 고소한맛이 특징입니다,22000
월화고기 상암직영 1호점,무항생제 항정살,19000
월화고기 상암직영 1호점,무항생제 갈매기살,16000
월화고기 상암직영 1호점,숙성특허 꼬들살,13000
월화고기 상암직영 1호점,1+ 한우 갈비살,32000
얼스어스,아메리카노,5000
얼스어스,카페라떼,5500
얼스어스,그린티 아일랜드,6500
얼스어스,딸기라임에이드,7500
얼스어스,눈누난나바나나 크림치즈케이크,8000
밤부베이커리&브루잉,아메리카노,4000
밤부베이커리&브루잉,플랫화이트,4500
밤부베이커리&브루잉,카페라떼,4500
밤부베이커리&브루잉,콜드커피,4500
밤부베이커리&브루잉,오란다 라떼 (ICE),5500
합정옥,곰탕,11000
합정옥,양지곰탕,11000
합정옥,속대국,8000
합정옥,수육,35000
합정옥,곱창전골(중),30000
더피자보이즈,super supreme,16000
더피자보이즈,pepperoni,13000
더피자보이즈,4 kinds of cheese,13000
더피자보이즈,hawiian,14000
더피자보이즈,potato,14000
스파카나폴리,마르게리따:토마토/모짜렐라/바실,22000
스파카나폴리,파리지앵:프랑스버터/꼬또햄/리코타/모짜렐라/바실,28000
스파카나폴리,바실리코 부라타:바실페스토/모짜렐라/살시치아/부라타,27000
스파카나폴리,꼬또에 치폴라:토마토/모짜렐라/꼬또햄/생양파/바실,24000
스파카나폴리,풍기비앙코:크림/모짜렐라/포르치니/표고/새송이/양송이,24000
스파카나폴리,루꼴라:토마토/루꼴라/모짜렐라 [사진:부라타 추가 4/000],24000
스파카나폴리,루꼴라 에 프로슈토:토마토/모짜렐라/루꼴라/프로슈토 크루도,28000
스파카나폴리,디아볼라:토마토/모짜렐라/살라미/빼빼론치노/바실,24000
스파카나폴리,프로슈토 크루도:토마토/모짜렐라/프로슈토 크루도,25000
스파카나폴리,고르곤졸라,23000
스파카나폴리,봉골레,17000
스파카나폴리,풍기크레마,16000
스파카나폴리,아마트리치아나,15000
스파카나폴리,바실페스토 크레마,16000
스파카나폴리,부라타 카프레제,20000
스파카나폴리,카프레제,15000
일미락 상암점,통삼겹살 (180g),17000
일미락 상암점,통목살 (180g),17000
일미락 상암점,통생갈비 (180g),17000
일미락 상암점,제주해장국,12000
일미락 상암점,갱시기 칼국수,7000
일미락 상암점,된장술밥,10000
일미락 상암점,한우생등심 (130g),38000
커피가게동경,아인슈페너,5000
커피가게동경,아몬드 모카자바,5000
커피가게동경,핸드드립,5000
커피가게동경,중배전 블렌드(150g),10000
커피가게동경,에티오피아(150g),10000
커피가게동경,강배전 블렌드(150g),10000
커피가게동경,케냐(150g),10000
커피가게동경,온두라스(150g),10000
커피가게동경,과테말라(150g),10000
커피가게동경,코스타리카(150g),10000
카밀로라자네리아,에밀리아나 라자냐,15000
카밀로라자네리아,뽈로 라자냐,16000
카밀로라자네리아,버섯/라구소스 생면 파스타,15000
카밀로라자네리아,새우와 마늘쫑 쵸리조오일 생면 파스타,18000
카밀로라자네리아,살시챠 라자냐,18000
카밀로라자네리아,양고기라구소스와 딸리올리니,18000
카밀로라자네리아,부채살 스테이크,27000
카밀로라자네리아,버섯 소고기 라비올리,10000
프리모바치오바치 홍대본점,베지타리아노,8000
프리모바치오바치 홍대본점,삐꼴로 뽈로,10000
프리모바치오바치 홍대본점,만조샐러드,11000
프리모바치오바치 홍대본점,마리나라,13000
프리모바치오바치 홍대본점,뽈로 그라탕,11500
오랑지,오라떼 (ICE),6000
오랑지,아메리카노,5000
오랑지,화이트 라떼,5000
오랑지,사쿠라 사쿠라,6000
또보겠지떡볶이집 붕붕허니비점,버터갈릭 감자튀김,5000
또보겠지떡볶이집 붕붕허니비점,떡볶이 2인분,12000
또보겠지떡볶이집 호호시스터점,2인분,13000
또보겠지떡볶이집 호호시스터점,달콤베이컨감자튀김,6000
또보겠지떡볶이집 호호시스터점,3인분,
또보겠지떡볶이집 호호시스터점,4인분,
또보겠지떡볶이집 호호시스터점,버터갈릭,
또보겠지떡볶이집 호호시스터점,진한치즈,
코다차야 홍대점,A셋트:미니사시미+김치볶음밥+알탕+혼죠조브라운,60500
코다차야 홍대점,B셋트:연어머리구이+서더리탕+시로네코,65500
코다차야 홍대점,C셋트:알탕+서더리탕+하치와레,63500
코다차야 홍대점,D 셋트:타코와사비+새우튀김+키타노후세츠,66500
코다차야 홍대점,E 셋트:크리새우+더울고가는짬뽕+죠시비슈부 (복숭아),50000
부탄츄 홍대점,일본식교자,3000
부탄츄 홍대점,카라아게,5000
부탄츄 홍대점,일본식볶음밥,7000
부탄츄 홍대점,차슈돈부리,7000
부탄츄 홍대점,카라아게돈부리,7000
일일향 마포점,깐풍기 (2~3인기준),30000
일일향 마포점,유린기 (2~3인기준),30000
일일향 마포점,육즙 돼지고기 탕수육,28000
일일향 마포점,옛날짬뽕,8000
일일향 마포점,옛날짬뽕밥,8000
일일향 마포점,옛날볶음밥+후라이,8000
일일향 마포점,잡채볶음밥+후라이,10000
멕시칸식당베르데,리치 스페셜 타키토스,12000
멕시칸식당베르데,허니 치킨 퀘사디아,11000
멕시칸식당베르데,베르데 쉬림프 퀘사디아,14000
멕시칸식당베르데,카카 부리또볼,14000
멕시칸식당베르데,베르데 파히타,32000
두껍삼 마포직영점,꽃살 (150g),29000
두껍삼 마포직영점,숙성 특수부위 (130g),19000
두껍삼 마포직영점,숙성목살 (160g),17000
두껍삼 마포직영점,숙성삼겹살 (160g),17000
두껍삼 마포직영점,시골된장찌개,3000
두껍삼 마포직영점,칡 물냉면,7000
두껍삼 마포직영점,칡 비빔냉면,7000
두껍삼 마포직영점,계란찜,7000
두껍삼 마포직영점,누룽지,5000
두껍삼 마포직영점,한우 숙성 채끝등심(150g),39000
두껍삼 마포직영점,숙성 목살 불고기 (180g),19000
두껍삼 마포직영점,숙성 항정살 (130g),19000
두껍삼 마포직영점,특수부위 (숙성 가브리살 65g + 숙성 항정살 65g),19000
두껍삼 마포직영점,한우 숙성 부채살 (150g),36000
두껍삼 마포직영점,한우 숙성 채끝등심 (150g),39000
두껍삼 마포직영점,한우 숙성 등심 (150g),39000
두껍삼 마포직영점,묵은지 뚝배기,8000
두껍삼 마포직영점,여름점심특선: 칡 비빔냉면,8000
두껍삼 마포직영점,여름점심특선: 칡 물냉면,8000
두껍삼 마포직영점,여름점심특선: 한우 육회 비빔밥,12000
두껍삼 마포직영점,점심특선: 묵은지 뚝배기,8000
두껍삼 마포직영점,점심특선: 두껍삼 육개장,9000
두껍삼 마포직영점,점심특선: 황태 정식,11000
두껍삼 마포직영점,점심특선: 버섯 불고기 전골 &#40;2인이상&#41;,10000
발리문,Rendang Ayam 치킨른당,14000
발리문,Nasi Goreng 나시고랭,9500
발리문,Mi Goreng 미고랭,10000
발리문,Coconut Noodles 코코넛 누들,12000
발리문,Vdang Kari Bali 발리새우커리,13000
지로우라멘,지로우 라멘,8000
지로우라멘,폭탄 라멘,9000
지로우라멘,차슈 덮밥,8000
세상끝의라멘,첫라멘 (S),5000
세상끝의라멘,끝라멘 (S),5000
세상끝의라멘,미소파이탄 (일일한정),9000
카페요호,아메리카노,4000
카페요호,카페라떼,4500
카페요호,플랫화이트,4500
카페요호,카푸치노,5000
카페요호,싱글오리진,7000
카페요호,체리초코라떼,5000
카페요호,치즈버거&감자튀김,10000
카페요호,에그 베네딕트,8000
카페요호,요호 브런치 플레이트,13000
카페요호,데일리 파스타,10000
카페요호,프렌치 토스트,8000
카페요호,얼그레이 밀크티,6500
카페요호,자스민 바나나 밀크티,6500
카페요호,핑크 시나몬 밀크티,6500
카페요호,자몽에이드,5500
카페요호,스무디 볼,8000
뉴오더클럽,콰트로치즈 피자 (R),18000
뉴오더클럽,페퍼로니 피자 (R),19000
뉴오더클럽,하와이언 피자 (R),19000
뉴오더클럽,베이컨체다 피자 (R),20000
뉴오더클럽,포테이토 피자 (R),20000
코끼리즉석떡볶이,떡볶이 (2인분),2000
난,야채김밥,3000
난,참치김밥,4000
난,묵은지말이김밥,4000
난,계란말이김밥,4000
난,해장라면,4000
난,오늘의 난,8000
이치류 홍대본점,특 양고기 생살칫살 (150g),26000
이치류 홍대본점,양고기 생등심 (150g),24000
이치류 홍대본점,고급 생양갈비 (200g),28000
이치류 홍대본점,이치류 오뎅탕,20000
마포옥,한우 양지설렁탕,15000
마포옥,한우 명품 양지설렁탕,20000
마포옥,한우 우삼겹탕,23000
마포옥,한우 차돌탕,25000
마포옥,한우 차돌수육,58000
마포옥,한우 모듬수육(대),53000
마포옥,한우 모듬수육(소),43000
마루심 마포점,(미니) 히쯔마부시,21000
마루심 마포점,마루심 무지개 SET,48000
마루심 마포점,마루심 눈꽃 SET,49000
마루심 마포점,(특) 우나동,45000
마루심 마포점,기모 우나동,39000
피오니 연남점,딸기생크림 조각,6300
피오니 연남점,딸기생크림 미니,22000
피오니 연남점,딸기생크림 1호,32000
피오니 연남점,초코생크림 조각,6300
피오니 연남점,초코생크림 1호,32000
경양카츠 연남점,서울수육카츠,25900
경양카츠 연남점,서울족발 카츠,20800
경양카츠 연남점,등심카츠,14900
경양카츠 연남점,안심카츠,13900
경양카츠 연남점,특등심 카츠,18900
경양카츠 연남점,족발가스,
경양카츠 연남점,수육가스,
경양카츠 연남점,떡갈비가스,
더페이머스버거 홍대점,FAMOUS BURGER-SINGLE,
더페이머스버거 홍대점,FAMOUS BURGER-DOUBLE,
더페이머스버거 홍대점,ROYAL GREEN BURGER,
더페이머스버거 홍대점,ULTIMATE BURGER,
더페이머스버거 홍대점,DAMMMMN BURGER,
각시보쌈,해물순두부,6000
각시보쌈,각시정식,8000
각시보쌈,김치보쌈 (소),28000
각시보쌈,배추보쌈 (소),28000
각시보쌈,반반보쌈 (소),28000
포가,해파리냉채,7000
포가,마파두부,15000
포가,짜춘권 (사전예약),13000
포가,군만두,7000
포가,산동식마늘쫑면,8000
은행골 홍대점,특상초밥:도로3/연어3/엔가와2/장새우2/장어2,20000
은행골 홍대점,가마도로,36000
은행골 홍대점,배꼽살,36000
은행골 홍대점,도로초밥 (12피스),27000
은행골 홍대점,연어초밥 (12피스),13000
은행골 홍대점,도로,3000
은행골 홍대점,장어,3000
혼가츠,치즈돈까스,10000
혼가츠,매운돈까스,10000
혼가츠,왕돈까스,11000
혼가츠,치즈돈까스+감자튀김,12000
혼가츠,등심돈까스,10000
경주식당,고기한상:소고기 220g+생삼겹살 150g+생목살 150g+경상도식 밑반찬,35000
경주식당,고기큰상:소고기 300g+생삼겹살 200g+생목살 250g+경상도식 밑반찬,45000
경주식당,고기한상 샐러드 파스타 세트:소고기 300g+생목살 220g+경상도식 밑반찬,40000
라멘트럭 상수점,라멘,8000
라멘트럭 상수점,신라멘,9000
라멘트럭 상수점,수제교자,4000
라멘트럭 상수점,미니차슈동,3000
