식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
라파엘스, 카페 / 디저트,,서울시 은평구 진관동 100 은평헤스티아1차 B106호,,02-6949-2334,2
불광돌쇠닭강정, 닭 / 오리 요리,,서울시 은평구 대조동 12-10 1F,12:00 - 21:30,02-352-5999,3
잇츠파스타, 기타 양식,,서울시 은평구 녹번동 206 103호,,02-6368-2122,3
엄지척강정, 닭 / 오리 요리,,서울시 은평구 구산동 190-6,11:00 - 23:30,070-7376-2117,2
복이원, 정통 중식 / 일반 중식,,서울시 은평구 진관동 70,11:00 - 21:00,02-355-7728,2
청일집, 한정식 / 백반 / 정통 한식,,서울시 은평구 불광동 310-11 연서시장 A동 1F 24호,월-금: 10:00 - 24:00 토: 11:00 - 24:00,02-732-2626,1
막걸리나한사발, 전통 주점 / 포차,,서울시 은평구 불광동 281-110,15:00 - 01:00,02-352-4700,1
알렉스커피, 카페 / 디저트,,서울시 은평구 갈현동 406-14 1F,,0507-1356-2884,1
좋앗나, 카페 / 디저트,,서울시 은평구 대조동 240 팜스퀘어지상,10:30 - 22:00,02-350-9932,5
흥수갈비, 고기 요리,,서울시 은평구 응암동 600-6,,02-302-6586,1
정육식당 고삐, 고기 요리,,서울시 은평구 진관동 100-1,,02-356-9285,1
APR, 카페 / 디저트,,서울시 은평구 불광동 123-10,,,1
하루타우동, 라멘 / 소바 / 우동,,서울시 은평구 응암동 88-30 1F,,02-388-2645,1
이자카야마쯔, 이자카야 / 오뎅 / 꼬치,,서울시 은평구 신사동 20-18,17:00 - 02:00,02-6015-8241,2
신사돼지뽈집, 고기 요리,,서울시 은평구 신사동 16-30,,02-354-6854,3
불광동커피공방, 카페 / 디저트,,서울시 은평구 대조동 15-102,,,2
델리커리, 돈부리 / 일본 카레 / 벤토,,서울시 은평구 응암동 110-1,,02-386-7272,2
커파커피, 카페 / 디저트,,서울시 은평구 역촌동 25-30 행복주택 B02호,,0507-1396-1561,2
벌툰, 카페 / 디저트,,서울시 은평구 불광동 304-2 파레제페빌딩 4F,10:00 - 23:00,02-387-5959,1
판판양꼬치, 기타 중식,,서울시 은평구 역촌동 50-24,,,1
진곰숯불갈비, 고기 요리,,서울시 은평구 증산동 160-11,10:00 - 22:00,02-307-9195,1
봉순이네김치생삼겹살, 고기 요리,,서울시 은평구 신사동 25-40,15:00 - 23:00,02-372-1333,1
여수식당, 한정식 / 백반 / 정통 한식,,서울시 은평구 불광동 310-250,,02-387-7306,1
송도횟집, 해산물 요리,,서울시 은평구 응암동 103-35 경도빌딩,,02-384-7232,1
한판승부제2막, 기타 일식,,서울시 은평구 갈현동 403-38 1F,,010-7192-0431,1
채풍, 정통 중식 / 일반 중식,,서울시 은평구 신사동 20-11 1F,,02-356-0153,1
홍어를좋아하는사람들, 해산물 요리,,서울시 은평구 응암동 719-20,13:00 - 22:00,02-307-5563,2
마을물고기, 회 / 스시,,서울시 은평구 응암동 354-10,18:00 - 02:00,010-9096-9302,4
30cm돈까스, 기타 한식,,서울시 은평구 대조동 193-9,,02-356-3045,6
새벽숯불가든, 고기 요리,,서울시 은평구 응암동 103-3 1F,,02-6406-9589,2
오렌지김밥, 기타 한식,,서울시 은평구 구산동 202-3,,02-385-9966,1
포차1979, 전통 주점 / 포차,,서울시 은평구 역촌동 70-16,18:00 - 03:00,02-387-1979,1
백곱식당, 고기 요리,,서울시 은평구 진관동 100-2,,02-356-8363,1
술몽, 일반 주점,,서울시 은평구 응암동 85-40,,010-2960-8679,1
남순이네술집, 일반 주점,,서울시 은평구 응암동 750-2,,,1
125커피, 카페 / 디저트,,서울시 은평구 갈현동 409-3,,02-354-4221,1
전주단지네, 해산물 요리,,서울시 은평구 갈현동 410-25 1F,10:00 - 22:00,02-352-7611,4
이일삼점, 카페 / 디저트,,서울시 은평구 응암동 120-39,,,4
오해피투게더, 베이커리,,서울시 은평구 구산동 190-6,,02-365-0681,2
수작카츠, 까스 요리,,서울시 은평구 진관동 100-6 메이플카운티2차상가 104호,,02-3157-5244,2
청, 정통 중식 / 일반 중식,,서울시 은평구 수색동 106-1 2F,11:30 - 21:30,02-304-5988,1
호남아구찜, 탕 / 찌개 / 전골,,서울시 은평구 응암동 592-60,,02-304-8905,1
카페제시카, 카페 / 디저트,,서울시 은평구 진관동 100-2,09:00 - 01:00,02-353-2095,1
커피13온스, 카페 / 디저트,,서울시 은평구 갈현동 509-3 1F,월-금: 09:30 - 23:00 토-일: 09:30 - 22:00,02-6010-4939,1
생두, 카페 / 디저트,,서울시 은평구 역촌동 40-7,,02-383-5624,1
caffe@츄러스, 카페 / 디저트,,서울시 은평구 응암동 602-15,,02-303-2556,1
참나무본가, 고기 요리,,서울시 은평구 진관동 100-2 B1,,02-355-2095,1
오씨네술집, 치킨 / 호프 / 펍,,서울시 은평구 녹번동 80-40,,02-355-0130,1
김밥나라, 기타 한식,,서울시 은평구 진관동 70 105호,,02-358-3320,1
명당만두, 기타 한식,,서울시 은평구 응암동 750-1,,02-309-0339,1
광어두마리, 해산물 요리,,서울시 은평구 불광동 540,,02-353-9960,1
우래정, 고기 요리,,서울시 은평구 불광동 104-58,,02-387-3636,1
피향정, 한정식 / 백반 / 정통 한식,,서울시 은평구 진관동 100-3,,02-356-4454,0
스위츠 마인, 카페 / 디저트,,서울시 은평구 역촌동 83-30 102호,13:00 - 21:00,010-6681-9891,0
서울껍데기, 고기 요리,,서울시 은평구 갈현동 402-29,,02-6397-7701,0
뉴욕피자, 기타 양식,,서울시 은평구 신사동 19-106 1F,11:00 - 24:00,02-384-8004,3
피자몰, 기타 양식,,서울시 은평구 대조동 240,10:00 - 22:00,02-350-8296,2
왕돈까스왕냉면, 기타 한식,,서울시 은평구 대조동 5-10,00:00 - 24:00,02-356-3939,2
보드레, 카페 / 디저트,,서울시 은평구 진관동 205-4,,02-356-3567,2
나띵베러, 카페 / 디저트,,서울시 은평구 역촌동 40-53,월-금: 10:00 - 24:00 토-일: 12:00 - 24:00,02-388-9540,1
군산역마차곱창, 고기 요리,,서울시 은평구 녹번동 80-9,,02-387-1004,1
골목식당, 탕 / 찌개 / 전골,,서울시 은평구 녹번동 40-3,11:00 - 21:30,02-384-0722,1
은평양꼬치, 기타 중식,,서울시 은평구 녹번동 80-9,,02-358-7999,1
와우꼼장어, 해산물 요리,,서울시 은평구 갈현동 405-1,,02-359-6855,1
곱창몬스터, 고기 요리,,서울시 은평구 갈현동 430-2 1F,15:00 - 02:00,02-355-9119,1
덤덤피자, 기타 양식,,서울시 은평구 응암동 104-36,,02-356-8594,1
노마세야, 고기 요리,,서울시 은평구 갈현동 401-4 2F,,02-6084-7641,1
50-14, 카페 / 디저트,,서울시 은평구 불광동 281-34,,,1
장발장, 닭 / 오리 요리,,서울시 은평구 역촌동 62-10,,02-353-1526,1
연신내김밥, 기타 한식,,서울시 은평구 불광동 310-11 연서시장 1F,,02-353-0619,1
꾸브라꼬숯불두마리치킨, 닭 / 오리 요리,,서울시 은평구 갈현동 450-22 1F 101호,,02-357-1118,1
까르보네, 기타 양식,,서울시 은평구 갈현동 430-16,11:00 - 23:00,02-6010-7980,4
이화감자국, 탕 / 찌개 / 전골,,서울시 은평구 응암동 602-34,,02-307-4723,4
아로이커피, 카페 / 디저트,,서울시 은평구 응암동 110-56 연합빌딩 1F,08:00 - 24:00,02-353-6407,2
초초밥밥, 회 / 스시,,서울시 은평구 대조동 38-10 1F,,02-353-5729,2
삐에, 카페 / 디저트,,서울시 은평구 불광동 630-38 1F,,010-8879-8878,2
아빠랑나랑, 기타 한식,,서울시 은평구 응암동 214-20,08:30 - 22:00,02-359-5502,1
굿베이커리, 베이커리,,서울시 은평구 불광동 281-90,08:00 - 23:30,02-355-6633,1
BAR CHAM, 칵테일 / 와인,4.7,서울시 종로구 통인동 135-5,16:00 - 22:00,02-6402-4750,28
Osso파스타, 기타 양식,4.6,서울시 종로구 동숭동 129-130,12:20 - 19:50,010-2817-9935,75
비엘티스테이크, 스테이크 / 바베큐,4.6,서울시 종로구 종로6가 289-3 JW메리어트 호텔 동대문 스퀘어 서울 2F,월-금: 12:00 - 22:00 토-일: 11:30 - 22:00,02-2276-3330,67
호가양꼬치, 기타 중식,4.6,서울시 종로구 수송동 71-1,월-금: 13:00 - 24:00 토-일: 13:00 - 22:30,02-736-7277,70
우육면관, 기타 중식,4.6,서울시 종로구 관철동 11-11,11:00 - 20:00,070-4213-5678,76
칸다소바, 라멘 / 소바 / 우동,4.5,서울시 종로구 체부동 28-2,11:30 - 21:30,02-6405-1662,182
파네트크루아상팩토리, 베이커리,4.5,서울시 종로구 내수동 71 경희궁의아침 1F,08:00 - 20:00,02-720-5570,109
팔마, 퓨전 양식,4.5,서울시 종로구 필운동 170 1F,17:00 - 24:00,0507-1381-0189,20
찰스에이치, 칵테일 / 와인,4.5,서울시 종로구 당주동 30 포시즌스호텔 서울 B1,18:30 - 02:00,02-6388-5500,57
스시키즈나, 회 / 스시,4.5,서울시 종로구 소격동 159,11:30 - 22:00,02-722-0411,12
비텔로소띠, 이탈리안,4.5,서울시 종로구 통의동 109,11:00 - 20:30,02-733-1019,7
건강한빵, 베이커리,4.4,서울시 종로구 명륜3가 148-1,08:10 - 22:30,02-6494-0049,65
백부장집닭한마리, 닭 / 오리 요리,4.4,서울시 종로구 공평동 129,11:00 - 22:00,02-732-2565,86
포비브라이트, 카페 / 디저트,4.4,서울시 종로구 신문로1가 115 콘코디언빌딩 1F,월-금: 07:30 - 20:30 토-일: 10:00 - 20:00,02-6744-0120,37
시조명동닭한마리, 닭 / 오리 요리,4.4,서울시 종로구 종로5가 280-4,10:00 - 24:00,02-2275-3125,23
장수한방삼계탕, 탕 / 찌개 / 전골,4.4,서울시 종로구 당주동 160 B1,월-금: 11:00 - 22:00 토: 11:00 - 16:00,02-725-3260,9
룰스, 퓨전 양식,4.3,서울시 종로구 체부동 133,월-금: 12:00-23:00 토: 16:00-23:00,02-720-7205,102
853, 고기 요리,4.3,서울시 종로구 관훈동 84-23,12:00 - 22:00,070-8832-0853,76
유유안, 정통 중식 / 일반 중식,4.3,서울시 종로구 당주동 30 포시즌스호텔 서울 11F,11:30 - 21:30,02-6388-5500,43
까사디쉐프, 이탈리안,4.3,서울시 종로구 통인동 136-8 1F,11:30 - 22:00,070-7775-3399,50
창신육회, 고기 요리,4.3,서울시 종로구 종로4가 165-3,09:00 - 23:00,02-2266-6727,147
평안도만두집, 탕 / 찌개 / 전골,4.3,서울시 종로구 내수동 167 대우복합빌딩 B1,11:00 - 21:30,02-723-6592,119
두오모, 이탈리안,4.3,서울시 종로구 효자동 40-2,12:00 - 22:00,02-730-0902,47
버거뱅 (휴업중), 브런치 / 버거 / 샌드위치,4.3,서울시 종로구 원서동 156,11:00 - 21:00,02-765-5213,37
국수찾아닭만리, 닭 / 오리 요리,4.3,서울시 종로구 낙원동 110,16:30 - 24:00,02-745-4079,60
화목순대국전문, 탕 / 찌개 / 전골,4.3,서울시 종로구 당주동 40,00:00 - 24:00,02-723-8313,82
누룩나무, 전통 주점 / 포차,4.3,서울시 종로구 관훈동 118-19,17:00 - 01:00,02-722-3398,22
수도원, 칵테일 / 와인,4.3,서울시 종로구 동숭동 50-11 B1,18:00 - 03:00,02-747-1933,46
통의동 국빈관, 고기 요리,4.3,서울시 종로구 통의동 38,16:00 - 23:00,02-722-3833,12
광화문더덕순대, 탕 / 찌개 / 전골,4.3,서울시 종로구 당주동 38-2,06:30 - 23:30,02-725-0054,28
오수흑두부, 한정식 / 백반 / 정통 한식,4.3,서울시 종로구 관훈동 29-9,12:00 - 22:00,02-735-5255,17
투뿔등심, 고기 요리,4.3,서울시 종로구 청진동 70 B1,11:30 - 22:00,02-2158-7903,25
효자동목고기, 고기 요리,4.3,서울시 종로구 관철동 26,17:30 - 22:00,02-737-7989,22
리본윈도우, 브런치 / 버거 / 샌드위치,4.3,서울시 종로구 혜화동 163-27 윤서빌딩 1F,월-금: 08:30 - 22:00 토: 11:00 - 21:00 일: 11:00 - 19:00,070-4110-2568,35
병천유황오리, 닭 / 오리 요리,4.3,서울시 종로구 청진동 6 신영빌딩 ,11:00 - 22:00,02-722-1530,22
Scoff, 베이커리,4.2,서울시 종로구 누하동 90-2,10:00 - 18:00,070-7761-1739,122
순희네빈대떡, 한정식 / 백반 / 정통 한식,4.2,서울시 종로구 종로5가 138-9,09:00 - 22:00,02-2264-5057,295
아키라백, 퓨전 일식,4.2,서울시 종로구 당주동 30 포시즌스호텔 서울 12F,11:30 - 21:00,02-6388-5500,27
명륜건강원, 한정식 / 백반 / 정통 한식,4.2,서울시 종로구 명륜2가 237 아남아파트 301동 103호,월-금: 11:00 - 22:00 토: 11:00 - 21:00,02-741-2344,111
빚짜, 이탈리안,4.2,서울시 종로구 내자동 19 사학회관,월-금: 12:00 - 24:00 토: 13:00 - 24:00 일: 13:00 - 23:00,02-722-1832,119
계림, 닭 / 오리 요리,4.2,서울시 종로구 종로3가 167,11:30 - 21:50,02-2263-6658,125
컨펙션스바이포시즌스, 카페 / 디저트,4.2,서울시 종로구 당주동 29 포시즌스호텔서울,08:00 - 20:00,02-6388-5520,46
노브13, 이탈리안,4.2,서울시 종로구 체부동 18-9 1F,11:30 - 22:00,02-6941-1890,21
HIVER, 카페 / 디저트,4.2,서울시 종로구 누상동 166-127,11:00 - 20:00,02-6015-7988,26
카페 알베르게, 카페 / 디저트,4.2,서울시 종로구 옥인동 108,일-금: 10:00 - 21:00 토: 10:00 - 22:30,02-423-8833,10
육회자매집, 고기 요리,4.2,서울시 종로구 종로5가 138-7 1F,10:00 - 22:20,02-2272-3036,41
시엔스시, 회 / 스시,4.2,서울시 종로구 종로1가 24 르메이에르종로타운1 2F,11:00 - 22:00,02-737-1995,19
동북화과왕, 기타 중식,4.2,서울시 종로구 창신동 463-1 2F,11:00 - 01:00,02-745-5168,28
오에스떼, 남미 음식,4.2,서울시 종로구 옥인동 170 B1,,,6
반짝반짝빛나는, 카페 / 디저트,4.1,서울시 종로구 관훈동 6 2F,10:00 - 23:00,02-738-4525,151
스펙터, 카페 / 디저트,4.1,서울시 종로구 통인동 48-2,12:00 - 22:30,010-8314-4576,91
나누미떡볶이, 기타 한식,4.1,서울시 종로구 명륜2가 225,00:00 - 24:00,02-747-0881,254
미라보쇼콜라, 카페 / 디저트,4.1,서울시 종로구 체부동 88-2,11:00 - 22:00,02-720-8652,96
라뚜셩트, 카페 / 디저트,4.1,서울시 종로구 동숭동 5-7,12:00 - 21:00,070-7543-4342,47
펠트커피, 카페 / 디저트,4.1,서울시 종로구 청진동 246 D타워  B2,월-금: 07:00 - 20:00 토: 08:00 - 18:00,02-2251-8010,41
니코키친, 세계음식 기타,4.1,서울시 종로구 권농동 187-21,11:30 - 22:00,02-6449-3474,16
주간소바식당산, 라멘 / 소바 / 우동,4.1,서울시 종로구 통인동 154-8,11:30 - 21:00,02-3210-0113,37
퀸즈테라스한옥달, 퓨전 양식,4.1,서울시 종로구 체부동 68,월-토: 11:30 - 22:00 일: 12:00 - 21:00,0507-1354-3394,25
서울서둘째로잘하는집, 카페 / 디저트,4.1,서울시 종로구 삼청동 39,11:00 - 21:00,02-734-5302,186
포탈라, 인도 음식,4.1,서울시 종로구 관철동 35-2 수표교빌딩,11:00 - 22:00,02-318-0094,38
한일식당, 한정식 / 백반 / 정통 한식,4.1,서울시 종로구 관수동 43-2,07:00 - 21:40,02-2279-7343,18
저팔계식당, 고기 요리,4.1,서울시 종로구 명륜3가 1-215,10:00 - 22:00,02-765-8688,18
Mune, 카페 / 디저트,4.1,서울시 종로구 부암동 143-1 1F,11:00 - 22:00,02-6328-0258,10
헤이스윗, 베이커리,4.1,서울시 종로구 동숭동 129-130,,0507-1304-9468,7
명란식당, 정통 일식 / 일반 일식,4.1,서울시 종로구 부암동 260-13,12:00 - 20:00,010-2249-0737,8
궤도, 카페 / 디저트,4.1,서울시 종로구 필운동 108 3F,,02-231-1234,5
멜팅샵X치즈룸, 이탈리안,4.0,서울시 종로구 청진동 246 광화문D타워 4F,10:30 - 22:00,010-7135-4256,194
더마켓키친, 뷔페,4.0,서울시 종로구 당주동 30 포시즌스호텔 서울 LLF,06:30 - 21:00,02-6388-5500,44
안국 153, 베이커리,4.0,서울시 종로구 안국동 153,08:00 - 20:00,02-733-1530,93
비엣꽌, 베트남 음식,4.0,서울시 종로구 계동 102-1 2F,12:00 - 22:30,02-744-1868,100
128Pan, 기타 양식,4.0,서울시 종로구 동숭동 12-8 갤럭시빌딩,12:00 - 22:00,010-2784-1453,62
경춘자의라면땡기는날, 기타 한식,4.0,서울시 종로구 화동 138-21,월-토: 09:30 - 19:30 일: 09:30 - 17:00,02-733-3330,99
인왕산대충유원지, 카페 / 디저트,4.0,서울시 종로구 누하동 22 4F,월-금: 11:00 - 23:00 토-일: 13:00 - 23:00,070-7807-5640,30
박순례 손말이고기 산정집, 고기 요리,4.0,서울시 종로구 당주동 3-2 선덕빌딩 2F,12:00 - 21:30,02-310-9636,37
히타토제면소, 라멘 / 소바 / 우동,4.0,서울시 종로구 통인동 159,월-금: 11:30 - 20:00 토: 12:00 - 18:00,010-4141-0092,27
온혜화, 베이커리,4.0,서울시 종로구 동숭동 1-137 1F,화-금: 12:30 - 20:00 토-일: 13:00 - 20:00,0507-1304-4121,32
큰기와집, 한정식 / 백반 / 정통 한식,4.0,서울시 종로구 재동 49-3,12:00 - 21:30,02-722-9024,30
마샹스, 카페 / 디저트,4.0,서울시 종로구 통의동 108,11:00 - 22:00,02-737-8537,20
너울, 일반 주점,4.0,서울시 종로구 숭인동 1074 1F,월-목: 18:00 - 01:00 금-토: 18:00 - 03:00  ,02-929-3348,21
천진포자, 딤섬 / 만두,4.0,서울시 종로구 부암동 254-5,월-일: 10:00 - 21:30 화: 15:00 - 21:30,02-739-6086,27
왕십리순대국, 탕 / 찌개 / 전골,4.0,서울시 종로구 이화동 207-2,,02-3672-1133,8
홍성원, 정통 중식 / 일반 중식,4.0,서울시 종로구 견지동 110 대성스카이렉스,11:00 - 21:30,02-736-4545,15
고잉메리, 기타 한식,4.0,서울시 종로구 관훈동 155-2 2F,10:00 - 22:00,02-6954-2987,10
종로제면소, 국수 / 면 요리,4.0,서울시 종로구 돈의동 47 2F,11:30 - 20:00,02-741-2351,21
사이공, 베트남 음식,4.0,서울시 종로구 종로1가 24 르메이에르종로타운 1F,09:00 - 21:30,02-730-6668,39
택이네조개전골, 탕 / 찌개 / 전골,4.0,서울시 종로구 견지동 110 대성스카이렉스 2F,10:00 - 22:00,02-732-7767,8
청담동마녀김밥, 기타 한식,4.0,서울시 종로구 세종로 204-1,,02-730-1145,6
호호식당, 정통 일식 / 일반 일식,3.9,서울시 종로구 명륜4가 143,11:00 - 21:40,02-741-2384,229
미진, 국수 / 면 요리,3.9,서울시 종로구 종로1가 24 르메이에르종로타운 1F,10:00 - 22:00,02-730-6198,197
아름다운차박물관, 카페 / 디저트,3.9,서울시 종로구 인사동 193-1,10:30 - 21:50,02-735-6678,23
황산샤브샤브, 기타 중식,3.9,서울시 종로구 수송동 58 두산위브파빌리온 B1,11:30 - 22:00,02-725-0050,62
올모스트홈, 카페 / 디저트,3.9,서울시 종로구 소격동 144-2,10:00 - 19:00,02-734-2626,23
하이제씨, 카페 / 디저트,3.9,서울시 종로구 동숭동 129-164,12:00 - 21:00,02-745-2468,51
크래프트루, 치킨 / 호프 / 펍,3.9,서울시 종로구 익선동 166-57,월-금: 17:00 - 24:00 토-일: 12:00 - 24:00,070-7808-0001,34
해마티룸, 카페 / 디저트,3.9,서울시 종로구 혜화동 87-5,12:00 - 22:30,02-742-7222,34
아뻬 서울, 카페 / 디저트,3.9,서울시 종로구 혜화동 71-10,월-토: 11:00 - 22:00 일: 13:00 - 20:00,010-7390-8742,17
전통다원, 카페 / 디저트,3.9,서울시 종로구 관훈동 30-1 경인미술관 내부,11:00 - 22:00,02-730-6305,18
대한맥주집, 치킨 / 호프 / 펍,3.9,서울시 종로구 명륜4가 70-4 1F,16:00 - 02:00,02-3674-0815,38
가츠야마, 돈부리 / 일본 카레 / 벤토,3.9,서울시 종로구 도렴동 60 도림빌딩 B1 34호,월-금: 11:00 - 22:00 토: 10:30 - 15:00,02-723-3437,9
채식주의자, 카페 / 디저트,3.9,서울시 종로구 통인동 102,11:00 - 20:00,02-722-1810,10
타이프 삼청, 카페 / 디저트,3.9,서울시 종로구 사간동 60,,010-7336-4039,8
