식당이름,메뉴,가격
쿠이신보,연어사시미,9500
산울림1992,치즈 감자전,22000
산울림1992,목살 묵은지 김치찜,24000
산울림1992,설도 육전,28000
산울림1992,해물 파전,20000
산울림1992,수비드 된장 맥적,24000
당도,젤라또 (두가지 맛),3900
당도,젤라또 포장박스 (500cc),18000
카와카츠,카와 로스카츠 (220g),13000
카와카츠,카와 히레카츠 (200g),14000
카와카츠,카와 특로스카츠 (240g),16000
카와카츠,카와 모둠카츠 (200g+70g),17000
카와카츠,카와 오로시카츠,1000
야키토리묵,야키토리 오마카세 (1부),35000
야키토리묵,야키토리 오마카세 (2부),18000
듁스커피,듁스화이트,4000
듁스커피,듁스블랙,4000
이치류 홍대본점,특양고기생살치살,28000
이치류 홍대본점,양고기생등심,26000
이치류 홍대본점,양갈비,29000
이치류 홍대본점,이치류오뎅탕,20000
이치류 홍대본점,공기밥,2000
쉐시몽,점심,45000
쉐시몽,저녁,75000
티크닉,블랙티,4000
티크닉,오리지널 밀크티,5000
티크닉,크림티 세트,10000
티크닉,클래식 스콘,2500
티크닉,홍차롤케이크,5000
멘야준,시오라멘,8500
멘야준,특선 시오라멘,11000
멘야준,미소라멘,9500
멘야준,소유라멘,9000
멘야준,고기밥,3000
마루심 마포점,(상)히쯔마부시,36000
마루심 마포점,장어 한마리 정식,36000
마루심 마포점,기모 우나동,39000
마루심 마포점,장어고무스비,21000
마루심 마포점,초밥정식 (10ps),25000
비파티세리 공덕점,퀸아망 클래식,4500
비파티세리 공덕점,퀸아망 플레이버,5000
비파티세리 공덕점,클럽 샌드위치,10000
비파티세리 공덕점,그릭베지샐러드,11000
비파티세리 공덕점,아보카도 수란 샌드위치,11000
오스테리아샘킴,구운새우와 시칠리아 가지요리,21000
오스테리아샘킴,관자구이와 라디치오,23000
오스테리아샘킴,새우와 루꼴라 스파게티니,23000
오스테리아샘킴,문어와 마늘종 스파게티니,25000
오스테리아샘킴,이베리코 뼈등심,59000
진만두,따 빠오즈 소 (3개),10000
진만두,꾸어티얼,7000
진만두,쯩겨,7000
진만두,동파육 (한정소량),26000
진만두,오향진장육,18000
소금집델리 망원,잠봉뵈르 샌드위치,12000
소금집델리 망원,잠봉프로마쥬 샌드위치,12000
소금집델리 망원,파스트라미 샌드위치,12000
소금집델리 망원,살라미 샌드위치,12000
소금집델리 망원,머플레타 샌드위치,14000
첸토페르첸토,스튜만조,19000
첸토페르첸토,오리라구라자냐,24000
첸토페르첸토,부채살스테이크,29000
첸토페르첸토,아마트리치아나스파게티,17000
첸토페르첸토,깐넬로니,19000
사루카메,카메라멘,9800
사루카메,사루라멘,9000
사루카메,계절한정바지락꽃게라멘 ,13800
사루카메,미니스키야키동,3800
사루카메,아스파라거스하루마키 ,3000
토파,포모도로,20000
토파,봉골레,23000
토파,어란파스타,32000
토파,데일리 코스,62000
토파,스페셜 코스,83000
미야자키상점,야키오니기리,4000
미야자키상점,야키토리동,9000
미야자키상점,네기마 (2p),5500
미야자키상점,하쯔 (2p),4000
미야자키상점,테바사끼 (2p),6000
혼네,츠케멘 (R),10000
혼네,츠케멘 (L),11000
혼네,에비미소츠케멘 (R),11000
혼네,에비미소츠케멘 (R),12000
이요이요스시 파크자이3호점,런치 오마카세,40000
이요이요스시 파크자이3호점,디너 오마카세,60000
마리오파스타,클래식 라자냐,14000
마리오파스타,버섯크림 파파르델레,14000
마리오파스타,아마트리치아나,13000
마리오파스타,새우와 바질페스토 피자,15000
마리오파스타,대구와 바지락 슈트,18000
담택,시오라멘,8000
담택,레몬 시오라멘,8500
담택,유자 시오라멘,8500
카카오다다,마시는 카카오,6000
카카오다다,마시는 카카오 비건,7000
카카오다다,초콜릿 아포가토,7000
카카오다다,롱고 (ICE),5000
카카오다다,운남 전홍 금아 능라,6000
신성각,자장면,5000
신성각,간짜장,6000
신성각,만두,4000
신성각,탕수육,15000
파이리퍼블릭,소시지롤 두개,16000
파이리퍼블릭,파이&소시지롤,18000
파이리퍼블릭,파이 두개,20000
파이리퍼블릭,램촙&파이,22000
파이리퍼블릭,램촙 두개 (사이드2개),23000
바다회사랑 2호점,꽃멍게,20000
바다회사랑 2호점,전어회(2인),25000
바다회사랑 2호점,광어+연어 (소),35000
바다회사랑 2호점,모듬회 (1인분),18000
바다회사랑 2호점,모듬회 (소),50000
오흐뒤구떼,플로라틴카페,3200
오흐뒤구떼,마들렌 카라멜살레,2800
오흐뒤구떼,마들렌 제주말차,2600
오흐뒤구떼,파운드 브리뽐므,3600
오흐뒤구떼,티그레,2800
오레노라멘,토리빠이탄라멘,9000
오레노라멘,토리쇼유라멘,9000
오레노라멘,토리시오라멘,9000
오레노라멘,카라빠이탄라멘,9000
크레이지카츠,로스가츠정식,11000
크레이지카츠,특로스가츠정식,16000
크레이지카츠,히레가츠정식,12000
크레이지카츠,크레이지세트 (2인),32000
크레이지카츠,카츠산도,8000
카밀로라자네리아,에밀리아나 라자냐,15000
카밀로라자네리아,뽈로 라자냐,16000
카밀로라자네리아,양고기라구와 피칸테 딸리올리니 생면,18000
카밀로라자네리아,버섯 라구소스 생면 파스타,15000
카밀로라자네리아,부채살 스테이크 세트 (200g),28000
이요이요스시 공덕1호점,런치 사시미앤스시코스,40000
이요이요스시 공덕1호점,디너 사시미앤스시코스,60000
홈보이서울,세트메뉴,42500
홈보이서울,몽골리안 포크,16000
홈보이서울,단단누들,13000
홈보이서울,하우스 프라이드 라이스,11500
홈보이서울,쉬림프 완탕,7500
뭄알로이,팟 카파오 무쌉,11000
뭄알로이,똠양꿍,16000
뭄알로이,팟타이,11000
뭄알로이,빠따리아오 텃,14000
뭄알로이,쏨땀 타이,10000
포비 합정점,플레인 베이글,2500
포비 합정점,허니밀크 베이글,2800
포비 합정점,플레인 스프레드,2000
포비 합정점,플렛 화이트 9oz,4500
포비 합정점,피콜로,4000
요코쵸,꼬치 5종,15000
요코쵸,닭봉가라아게,13000
요코쵸,나가사키짬뽕,22000
요코쵸,굴튀김,9000
요코쵸,명란치즈계란말이,16000
진진,대게살 볶음,35000
진진,멘보샤 (6개),22000
진진,마파두부,20000
진진,XO볶음밥,9500
진진,해물짬뽕,9500
라오삐약,까오 삐약,9000
라오삐약,도가니 수육,22000
라오삐약,루앙프라방 샌드위치,7000
라오삐약,라오스식 스프링롤,8000
우마담,한우 오마카세 (Signature),80000
우마담,한우 오마카세 (Premium),120000
마시타야,쇼유라멘,9000
마시타야,블랙라멘,9000
마시타야,마제소바,9000
마시타야,미니차슈덮밥,3000
예티,2인 런치세트 A,28000
예티,2인 디너세트 A,39000
예티,예티 스페셜 와인 세트,59900
예티,탈리세트,8000
예티,예티스페셜탈리세트,13000
엘리스리틀이태리 공덕점,푸타네스카 파스타,20000
엘리스리틀이태리 공덕점,블랙트러플크림과 파케리,28000
엘리스리틀이태리 공덕점,봉골레파스타,18000
엘리스리틀이태리 공덕점,라자냐,19000
엘리스리틀이태리 공덕점,성게알 파스타,24000
스파카나폴리 본점,파리지앵,28000
스파카나폴리 본점,마르게리따,22000
스파카나폴리 본점,고르곤졸라,23000
스파카나폴리 본점,디아볼라,24000
스파카나폴리 본점,루꼴라,24000
리틀빅토리,마카롱,3000
리틀빅토리,흑임자 까눌레,2800
리틀빅토리,카라멜 까눌레,2800
리틀빅토리,초코 까눌레,2500
리틀빅토리,다쿠아즈,3500
키오스크,아메리카노,4000
키오스크,플레인 프렌치 토스트,3000
키오스크,오븐에 구운 토스트,5000
연교,성젠바오 (4P),7000
연교,샤오롱바오 (6P),6500
연교,챠우셔우 (6P),6500
연교,우육탕면,9000
연교,깐쇼새우 (소),16000
스시올로지,투나타코,8000
스시올로지,우동,9000
스시올로지,레인보우 롤,15000
스시올로지,연어 타다키롤,15000
스시올로지,캘리포니아롤,6000
망원동즉석우동,즉석우동,6000
망원동즉석우동,어묵우동,7000
망원동즉석우동,돈까스,8000
망원동즉석우동,어묵 1인분,6000
소점,히로시마풍,14000
소점,오사카풍,14000
소점,모단야키,15000
소점,돈페이야키,14000
소점,야키소바,14000
블루쿠치나,해산물 토마토 파스타,16000
블루쿠치나,라자나,18000
블루쿠치나,안심 크림 리조또,17000
블루쿠치나,최상급 양갈비 스테이크,38000
블루쿠치나,감바스 알 아히요,15000
프롬하노이,퍼보,10000
프롬하노이,하노이분짜,11000
프롬하노이,반쎼오,15000
Osteria Ora,그린샐러드,10000
Osteria Ora,새우 비스큐소스,18000
Osteria Ora,화이트라구,17000
Osteria Ora,살치살스테이크,37000
Osteria Ora,프로슈토,17000
닭꼬얌,닭쌈 (2인분),18000
닭꼬얌,불고기닭쌈 (2인분),18000
닭꼬얌,고추장 바베규 (2인분),18000
닭꼬얌,닭쌈밥 (1인분),6000
닭꼬얌,고바비 (1인분),12000
기노,노도구로스시,25000
기노,타이노나베무시,30000
기노,제철사시미,30000
기노,성게알단품,35000
기노,오리쯔꾸네,18000
상해소흘,활우러찜,35000
상해소흘,깐풍가지,15000
상해소흘,바지락볶음,15000
상해소흘,면보우샤 (8p),20000
상해소흘,야채볶음면,8000
홈프롬귀,닭날개 만두,15000
홈프롬귀,바지락,20000
홈프롬귀,리조또,19000
홈프롬귀,링귀니,17000
홈프롬귀,파이구판,14000
수부니흐,화이트라구 파스타,16000
수부니흐,해산물 파스타,16000
수부니흐,오징어먹물 리조또,16000
수부니흐,스테이크 피자,22000
수부니흐,가리비 관자구이,23000
카와카츠오토코,로스(등심)카츠,13000
카와카츠오토코,히레(안심)카츠,14000
카와카츠오토코,특로스(상등심)카츠,16000
카와카츠오토코,카츠산도,14000
멘야하나비 합정점,마제소바,10000
멘야하나비 합정점,네기시오 마제소바,13000
멘야하나비 합정점,마제메시,10000
멘야하나비 합정점,시오라멘,9500
멘야하나비 합정점,소유라멘,10000
중화복춘,천면장면,13000
중화복춘,복춘 초마,15000
중화복춘,목화솜 크림새우 (소),32000
중화복춘,복춘사품 바이판 (소),43000
중화복춘,본토 정통 전가복 (대),65000
잇텐고,키츠네,7000
잇텐고,미도리카메,10000
잇텐고,키요마사,8000
잇텐고,토마토쯔께모노,3000
잇텐고,차슈동,4000
아날로그가든,가든 에그스,7500
아날로그가든,에그스 햄,9500
아날로그가든,에그스 아보카도,10500
아날로그가든,가든 브런치,12500
아날로그가든,팔라펠 랩,7500
옥동식,돼지곰탕,9000
옥동식,특곰탕,14000
아이엠어버거,아이엠어버거 (140g),9300
아이엠어버거,더블아메리칸치즈버거 (140g),8300
아이엠어버거,어니언쉬림프버거,9800
아이엠어버거,프렌치프라이,7500
아이엠어버거,바닐라쉐이크,5500
쥬마뺄,핸드드립커피,5000
쥬마뺄,치즈케이크,6000
쥬마뺄,두블오,7300
쥬마뺄,프레지에,8000
커피가게동경,핸드드립,4000
커피가게동경,아인슈페너,5000
커피가게동경,아몬드 모카자바,5000
커피가게동경,아이리쉬,6000
커피가게동경,반호텐 코코아,5000
빠넬로,마르게리따 부팔라,24000
빠넬로,부라따 피자,35000
빠넬로,블랙트러플따아린파스타,37000
빠넬로,블랙트러플피자,68000
빠넬로,티본 스테이크,85000
교다이야,가케우동,7000
교다이야,덴쁘라우동,9000
교다이야,니꾸우동,9000
교다이야,가케우동정식,11000
교다이야,가마붓카케우동정식,12000
복덕방,복덕방인생육회,25000
복덕방,두부김치,20000
복덕방,골뱅이소면,25000
복덕방,메밀전병,14000
복덕방,수제떡갈비,13000
17도씨,아메리카노 (HOT),4500
17도씨,순진한 초콜릿 케이크,5500
17도씨,웨딩임페리얼 (HOT),6500
17도씨,초콜릿 봉봉,2500
17도씨,초콜릿 봉봉 9구박스,24000
어반플랜트,아메리카노,5000
어반플랜트,자몽에이드,6500
어반플랜트,어반 치킨 샌드위치,14500
어반플랜트,오늘의 파스타,15000
어반플랜트,시그니처 오믈렛,14300
테일러커피 연남1호점,아메리카노,5500
테일러커피 연남1호점,아인슈페너,6500
테일러커피 연남1호점,크림모카,6500
228-9 휴업중,드립커피,4800
228-9 휴업중,비엔나커피,5800
228-9 휴업중,플레인 프렌치토스트,6000
228-9 휴업중,초코 프렌치토스트,7000
228-9 휴업중,민트 초코,7000
바다회사랑 1호점,광어 (소),35000
바다회사랑 1호점,광어 (중),45000
바다회사랑 1호점,광어 (대),55000
바다회사랑 1호점,우럭 (중),45000
바다회사랑 1호점,우럭 (대),55000
원조 조박집,돼지갈비,16000
원조 조박집,한우주물럭등심,47000
얼스어스,아메리카노,5000
얼스어스,코르타도,5000
얼스어스,아인슈페너,5500
얼스어스,그린티 아일랜드,6500
얼스어스,스트로베리 라임에이드,7500
부부 드 꼼뜨와,연어타르타르,20000
부부 드 꼼뜨와,부부닭,25000
부부 드 꼼뜨와,라구,25000
부부 드 꼼뜨와,크림퐁당 아귀,22000
미자카야,1인 모리아와세,18000
미자카야,가키 후라이,11000
미자카야,치킨난반,11000
미자카야,로스카츠,10000
미자카야,부타테키,12000
이요이요스시 2호점,런치,45000
이요이요스시 2호점,디너,75000
연남살롱,아메리카노,4500
연남살롱,밀크 팥빙수,9800
연남살롱,레몬티,6000
연남살롱,모카포트 아메리카노,5500
연남살롱,푸딩,5500
김광석 신촌칼국수,버섯얼큰소고기샤브칼국수,13000
김광석 신촌칼국수,버섯얼큰칼국수,10000
최강금돈까스,등심돈까스,12000
최강금돈까스,안심돈까스,14000
최강금돈까스,상듬심돈까스,16000
조용한저녁,트페나드 부르스케타,3500
조용한저녁,꿀연어 부르스케타,4500
조용한저녁,토마토절임 타파스,7500
조용한저녁,프로슈토 부팔라치즈 타파스,16000
조용한저녁,굴 파스타,20000
야키토리 미식,오마카세 코스,20000
야키토리 미식,츠쿠네,2500
야키토리 미식,난코츠,2500
