식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
카카오다다, 카페 / 디저트,4.5,서울시 마포구 망원동 496,11:00 - 20:00,02-3446-7007,41
신성각, 정통 중식 / 일반 중식,4.5,서울시 마포구 신공덕동 2-463,11:30 - 16:00,02-716-1210,43
파이리퍼블릭, 다국적 퓨전,4.5,서울시 마포구 동교동 147-48 B1,12:00 - 22:00,02-6083-1967,38
프롬하노이, 베트남 음식,4.5,서울시 마포구 망원동 411-8 1F,월-금: 11:00 - 21:00 토: 11:00 - 20:00,02-337-0301,59
바다회사랑, 해산물 요리,4.5,서울시 마포구 서교동 461-25,월-토: 14:30 - 01:00 일: 14:30 - 23:00,02-325-3435,51
마루심, 돈부리 / 일본 카레 / 벤토,4.5,서울시 마포구 용강동 51-3 성진빌딩 1F,11:00 - 22:00,02-711-1378,39
오흐뒤구떼, 카페 / 디저트,4.5,서울시 마포구 서교동 368-39,12:30 - 19:30,0507-1320-8095,24
멘야하나비, 라멘 / 소바 / 우동,4.5,서울시 마포구 서교동 379-13 1F,화-금: 11:30 - 21:00 토-일: 11:00 - 21:00,070-8888-8001,37
오레노라멘, 라멘 / 소바 / 우동,4.4,서울시 마포구 합정동 361-1,11:30 - 21:00,02-322-3539,442
크레이지카츠, 까스 요리,4.4,서울시 마포구 합정동 391-5 1F,11:30 - 21:30,0507-1404-7219,275
카밀로라자네리아, 이탈리안,4.4,서울시 마포구 서교동 382-13,11:45 - 21:30,02-332-8622,198
이요이요스시, 회 / 스시,4.4,서울시 마포구 공덕동 469 래미안5차상가  106호,12:00 - 21:30,02-306-0372,80
홈보이서울, 퓨전 중식,4.4,서울시 마포구 연남동 228-28 2F,mon,02-6080-4371,136
뭄알로이, 태국 음식,4.4,서울시 마포구 상수동 313-6 2F,11:30 - 22:00,070-8236-9138,143
포비, 카페 / 디저트,4.4,서울시 마포구 합정동 426-18,10:30 - 22:30,02-566-3861,124
요코쵸, 이자카야 / 오뎅 / 꼬치,4.4,서울시 마포구 연남동 240-1,18:00 - 02:00,02-324-8875,95
진진, 정통 중식 / 일반 중식,4.4,서울시 마포구 서교동 469-67 1F,12:00 - 21:00,070-5035-8878,76
라오삐약, 다국적 아시아 음식,4.4,서울시 마포구 망원동 396-27,11:00 - 21:00,02-322-7735,90
우마담, 고기 요리,4.4,서울시 마포구 서교동 396-46 2F,17:00 - 23:00,02-6348-0518,26
마시타야, 라멘 / 소바 / 우동,4.4,서울시 마포구 서교동 333-16,11:30 - 17:00,070-8119-5715,108
예티, 인도 음식,4.4,서울시 마포구 서교동 360-22 2F,11:00 - 02:00,02-325-0745,87
리틀빅토리, 카페 / 디저트,4.4,서울시 마포구 연남동 381-6,13:00 - 20:00,010-4592-1429,93
키오스크, 카페 / 디저트,4.4,서울시 마포구 망원동 57-194 2F,일,,85
몽중식, 정통 중식 / 일반 중식,4.4,서울시 마포구 연남동 229-56 2F,12:00 - 21:30,02-335-7567,21
스시올로지, 회 / 스시,4.4,서울시 마포구 연남동 228-3,12:00 - 22:00,02-3144-2340,71
망원동즉석우동, 라멘 / 소바 / 우동,4.4,서울시 마포구 망원동 386-4,월: 17:00 - 04:00 화-토: 10:30 - 05:00 일: 12:00 - 22:00,02-336-1330,83
소점, 철판 요리,4.4,서울시 마포구 연남동 487-278,월-토: 11:00 - 01:00 일: 13:00 - 20:00,010-6316-7739,45
Osteria Ora, 이탈리안,4.4,서울시 마포구 서교동 468-17 1F,12:00 - 23:00,010-9163-0415,27
닭꼬얌, 한정식 / 백반 / 정통 한식,4.4,서울시 마포구 서교동 361-3,11:30 - 24:00,02-322-3331,53
기노, 이자카야 / 오뎅 / 꼬치,4.4,서울시 마포구 도화동 204-1,월-목: 18:00 - 24:00 금-토: 18:00 - 01:00,02-6489-0053,29
홈프롬귀, 다국적 퓨전,4.4,서울시 마포구 상수동 327-1,18:30 - 02:00,010-2323-5938,25
수부니흐, 프랑스 음식,4.4,서울시 마포구 연남동 390-42,월-금: 17:00 - 23:00 토-일: 12:00 - 23:00,02-335-7472,15
젤라떼리아 에따, 카페 / 디저트,4.4,서울시 마포구 동교동 200-1 1F,12:00 - 21:00,02-6053-4222,20
야키토리나루토, 정통 일식 / 일반 일식,4.4,서울시 마포구 서교동 403-23,월-금: 16:00 - 21:00 토-일: 15:00 - 21:00,02-332-6835,6
더리얼치즈버거, 브런치 / 버거 / 샌드위치,4.4,서울시 마포구 서교동 330-3,12:00 - 21:00,02-322-2345,13
중화복춘, 정통 중식 / 일반 중식,4.3,서울시 마포구 동교동 152-11,12:00 - 22:50,070-8824-2207,160
잇텐고, 라멘 / 소바 / 우동,4.3,서울시 마포구 합정동 396-14,11:30 - 21:30,02-337-7715,220
아날로그가든, 브런치 / 버거 / 샌드위치,4.3,서울시 마포구 서교동 446-58,11:00 - 21:00,0507-1314-8560,208
옥동식, 탕 / 찌개 / 전골,4.3,서울시 마포구 서교동 385-6,월-금: 11:00 - 22:00 토-일: 11:00 - 20:30,010-5571-9915,197
아이엠어버거, 브런치 / 버거 / 샌드위치,4.3,서울시 마포구 창전동 5-78,11:30 - 21:00,02-338-8507,210
쥬마뺄, 카페 / 디저트,4.3,서울시 마포구 동교동 177-21,수-일: 12:00 - 21:00,02-332-9011,116
커피가게동경, 카페 / 디저트,4.3,서울시 마포구 망원동 410-1,13:00 - 22:00,070-4845-0619,166
빠넬로, 이탈리안,4.3,서울시 마포구 서교동 400-22 건우상가주택,월-금: 18:00 - 23:00 토: 12:00 - 22:00 일:12:00 - 21:00,02-322-0920,116
교다이야, 라멘 / 소바 / 우동,4.3,서울시 마포구 합정동 370-8,11:00 - 20:30,02-2654-2645,155
복덕방, 고기 요리,4.3,서울시 마포구 망원동 414-14 1F,화-금: 18:00 - 02:00 토: 17:00 - 02:00,070-8864-1414,93
17도씨, 카페 / 디저트,4.3,서울시 마포구 연남동 257-21 1F,11:00 - 22:00,02-337-1706,111
어반플랜트, 카페 / 디저트,4.3,서울시 마포구 합정동 363-28,10:00 - 22:00,070-4192-0378,65
테일러커피, 카페 / 디저트,4.3,서울시 마포구 연남동 224-41 1F,12:00 - 23:00,02-326-0355,122
228-9 (휴업중), 카페 / 디저트,4.3,서울시 마포구 연남동 228-9 2F,13:00 - 22:00,070-4244-2289,105
카페비하인드, 카페 / 디저트,4.3,서울시 마포구 서교동 404-26 팜파스빌딩,월-토: 11:00 - 23:00 일: 11:00 - 22:00,02-3141-7212,102
바다회사랑, 해산물 요리,4.3,서울시 마포구 연남동 566-8,14:00 - 23:00,02-338-0872,129
스파카나폴리, 이탈리안,4.3,서울시 마포구 합정동 413-2 2F,11:30 - 22:00,02-326-2323,143
원조 조박집, 고기 요리,4.3,서울시 마포구 용강동 40-1,11:30 - 23:00,02-712-7462,90
얼스어스, 카페 / 디저트,4.3,서울시 마포구 연남동 239-49,12:00 - 21:00,0507-1341-9413,45
부부 드 꼼뜨와, 프랑스 음식,4.3,서울시 마포구 동교동 197-25 신한빌딩 1F,월-금: 11:30 - 23:00 토-일: 14:00 - 23:00,02-6204-7697,53
미자카야, 이자카야 / 오뎅 / 꼬치,4.3,서울시 마포구 망원동 414-14 1F,월-금: 18:00 - 02:00 토: 18:00 - 01:00,010-4800-7637,66
연남살롱, 카페 / 디저트,4.3,서울시 마포구 연남동 504-33,14:00 - 22:00,02-332-3471,78
김광석 신촌칼국수, 탕 / 찌개 / 전골,4.3,서울시 마포구 노고산동 40-9,10:00 - 22:00,02-717-0592,98
마리오파스타, 이탈리안,4.3,서울시 마포구 망원동 57-138 1F,12:00 - 21:30,02-3144-2008,51
최강금돈까스, 기타 한식,4.3,서울시 마포구 합정동 388-15,11:30 - 21:00,02-332-3646,48
츄이구이브레드, 베이커리,4.3,서울시 마포구 서교동 464-12 세원빌딩 1F,12:00 - 19:00,02-2608-9393,42
조용한저녁, 패밀리 레스토랑,4.3,서울시 마포구 창전동 2-31,수-금: 16:00 - 22:00 토-일: 13:00 - 22:00,0507-1431-4540,36
아꽁뜨, 카페 / 디저트,4.3,서울시 마포구 연남동 225-50 1F,12:00 - 20:00,070-4788-6871,19
야키토리 미식, 기타 한식,4.3,서울시 마포구 연남동 224-60 2F,17:00 - 23:45,0507-1344-8513,16
한림돈가, 고기 요리,4.3,서울시 마포구 서교동 465-7,17:00 - 05:00,02-336-6604,41
Quench Coffee, 카페 / 디저트,4.3,서울시 마포구 서교동 480-12 1F,목,,42
태양커피, 카페 / 디저트,4.3,서울시 마포구 서교동 358-106,12:00 - 21:00,02-332-8183,55
남북통일, 탕 / 찌개 / 전골,4.3,서울시 마포구 서교동 375-26,11:00 - 21:00,02-3141-4113,47
램랜드, 고기 요리,4.3,서울시 마포구 용강동 494-32,11:30 - 22:00,02-704-0223,33
평안도상원냉면, 국수 / 면 요리,4.3,서울시 마포구 동교동 165-8 B1,월-금: 11:30 - 21:00 토: 11:30 - 17:00,02-332-8935,24
강화통통생고기, 고기 요리,4.3,서울시 마포구 서교동 444-2,17:00 - 05:00,02-322-1838,34
손오공 마라탕, 기타 중식,4.3,서울시 마포구 동교동 169-14 2F,11:00 - 23:00,02-780-8686,48
합정옥, 탕 / 찌개 / 전골,4.3,서울시 마포구 합정동 392-3 2F,11:00 - 22:00,02-322-4822,43
덕이손만두, 국수 / 면 요리,4.3,서울시 마포구 합정동 393-13,11:30 - 21:30,02-363-7008,23
후엘고, 카페 / 디저트,4.3,서울시 마포구 염리동 128-7,월-금: 11:00 - 21:00 토-일: 11:00 - 20:00,02-712-9265,17
웨스트사이드, 이탈리안,4.3,서울시 마포구 망원동 409-11,12:00 - 22:00,010-6567-4689,13
홍어한마리, 해산물 요리,4.3,서울시 마포구 서교동 480-9,월-금: 12:00 - 22:00 토: 17:00 - 22:00,02-323-1011,9
피크닉마나올라나, 브런치 / 버거 / 샌드위치,4.3,서울시 마포구 연남동 240-29,10:00 - 21:00,010-7262-1532,9
쿠루미, 이자카야 / 오뎅 / 꼬치,4.3,서울시 마포구 동교동 113-20,18:00 - 02:00,070-8161-7315,11
프릳츠커피컴퍼니, 카페 / 디저트,4.2,서울시 마포구 도화동 179-9,08:00 - 23:00,02-3275-2045,273
맛이차이나, 정통 중식 / 일반 중식,4.2,서울시 마포구 상수동 321-1 2F,11:30 - 22:00,02-322-2653,208
더다이닝랩, 기타 양식,4.2,서울시 마포구 동교동 148-7,월-토: 11:30 - 23:00 일: 11:30 - 22:00,02-6010-0499,221
을밀대, 국수 / 면 요리,4.2,서울시 마포구 염리동 147-6,11:00 - 22:00,02-717-1922,302
이치젠, 돈부리 / 일본 카레 / 벤토,4.2,서울시 마포구 망원동 415-31 101호,화-토: 12:00 - 21:00 일: 12:00 - 17:00,070-7740-0321,174
미완성식탁, 카페 / 디저트,4.2,서울시 마포구 망원동 404-32 1F,,0507-1351-2713,137
소이연남, 태국 음식,4.2,서울시 마포구 연남동 229-67 1F,11:30 - 21:45,02-323-5130,211
다엔조, 이탈리안,4.2,서울시 마포구 연남동 383-99,11:30 - 22:00,02-336-0281,82
세상끝의라멘, 라멘 / 소바 / 우동,4.2,서울시 마포구 서교동 391-18 와와빌딩 2동 2F,11:30 - 21:00,02-336-1361,110
연어롭다, 회 / 스시,4.2,서울시 마포구 연남동 382-19,11:00 - 02:00,02-324-8300,97
테일러커피, 카페 / 디저트,4.2,서울시 마포구 서교동 338-1,11:30 - 23:00,02-334-0355,127
포가, 정통 중식 / 일반 중식,4.2,서울시 마포구 연남동 228-2 2F,15:00 - 17:30,,63
빈브라더스, 카페 / 디저트,4.2,서울시 마포구 합정동 368-3,11:00 - 23:00,02-6012-2001,85
하카타나카, 정통 일식 / 일반 일식,4.2,서울시 마포구 서교동 346-36,11:30 - 22:00,02-332-3207,124
지로우라멘, 라멘 / 소바 / 우동,4.2,서울시 마포구 서교동 343-13 1F,11:00 - 21:30,02-323-3225,153
리틀파파포, 베트남 음식,4.2,서울시 마포구 연남동 390-83,11:30 - 22:00,02-336-5678,84
스트라다로스터스, 카페 / 디저트,4.2,서울시 마포구 합정동 473 마포한강푸르지오2차 230호,월-금: 08:00 - 21:00 토-일: 09:00 - 22:00,02-336-0146,74
비스트로주라, 이탈리안,4.2,서울시 마포구 서교동 342-16,11:30 - 21:00,02-6406-5640,62
녹기전에, 카페 / 디저트,4.2,서울시 마포구 염리동 148-22,12:00 - 20:00,070-8829-8020,69
우리바다수산, 해산물 요리,4.2,서울시 마포구 성산동 649-5,12:00 - 22:00,02-322-3489,37
리플로우, 카페 / 디저트,4.2,서울시 마포구 동교동 197-15,월-목: 08:00 - 22:00 금: 08:00 - 23:00 토: 10:00 - 23:00 일: 10:00 - 22:00,02-6409-0502,33
미에우, 베트남 음식,4.2,서울시 마포구 합정동 396-14,11:30 - 22:00,0507-1321-2155,26
별버거, 브런치 / 버거 / 샌드위치,4.2,서울시 마포구 상수동 317-8,11:30 - 20:00,02-6013-3500,52
온돈부리, 돈부리 / 일본 카레 / 벤토,4.2,서울시 마포구 상암동 1596 상암 푸르지오시티 2F,11:20 - 21:30,02-303-0626,43
고타이, 태국 음식,4.2,서울시 마포구 망원동 400-19,월-금: 11:30 - 22:00 토: 13:00 - 22:00,02-3141-5822,30
테이스티버거, 브런치 / 버거 / 샌드위치,4.2,서울시 마포구 상수동 317-2 행운빌딩 1F,11:30 - 22:00,02-336-3034,30
과자산책, 카페 / 디저트,4.2,서울시 마포구 망원동 401-36 2F,12:00 - 20:00,0507-1341-5415,17
코코부코, 카페 / 디저트,4.2,서울시 마포구 망원동 396-29,10:30 - 21:00,070-8810-9449,36
마띠아바자르, 칵테일 / 와인,4.2,서울시 마포구 도화동 184-10 B1,18:00 - 02:00,02-702-0013,13
헬로인디아, 인도 음식,4.2,서울시 마포구 연남동 566-51,11:00 - 22:00,02-336-8425,34
천지양꼬치, 기타 중식,4.2,서울시 마포구 망원동 401-34,17:00 - 04:00,02-322-1020,35
모리츠플라츠, 카페 / 디저트,4.2,서울시 마포구 동교동 184-17 1F,12:00 - 22:30,010-2601-0423,16
라오, 태국 음식,4.2,서울시 마포구 서교동 459-7 1F,월-금: 11:00 - 21:00 토: 12:30 - 20:00,070-4148-2108,15
원마산아구찜, 해산물 요리,4.2,서울시 마포구 용강동 122-1,11:30 - 21:20,02-719-0687,21
브레드럼, 베이커리,4.2,서울시 마포구 동교동 148-4,12:00 - 19:00,02-6349-8116,15
조선화로구이, 고기 요리,4.2,서울시 마포구 서교동 351-18,11:30 - 03:00  ,02-3143-1300,29
파롤앤랑그, 카페 / 디저트,4.2,서울시 마포구 연남동 240-32,13:00 - 21:00,0507-1435-2528,8
솔솥, 한정식 / 백반 / 정통 한식,4.2,서울시 마포구 연남동 390-42 B1 2-3호,,070-8822-5846,9
쿠리노키제빵, 베이커리,4.2,서울시 마포구 서교동 480-27 1F,,02-336-9201,6
툭툭누들타이, 태국 음식,4.1,서울시 마포구 연남동 223-15 1F,14:00 - 23:00,070-4407-5130,277
버터밀크, 브런치 / 버거 / 샌드위치,4.1,서울시 마포구 창전동 6-131,10:00 - 16:00,070-4157-1030,179
히메시야, 회 / 스시,4.1,서울시 마포구 상수동 313-1,11:30 - 21:30,070-8245-4562,195
하하, 기타 중식,4.1,서울시 마포구 연남동 229-12,11:30 - 21:40,02-337-0211,157
윤씨밀방, 이탈리안,4.1,서울시 마포구 서교동 411-6,11:00 - 22:00,02-3143-4116,258
또보겠지떡볶이집, 기타 한식,4.1,서울시 마포구 서교동 358-42,11:30 - 22:00,02-332-4982,268
아메노히커피점, 카페 / 디저트,4.1,서울시 마포구 동교동 184-12,월-금: 15:00 - 22:00 토-일: 13:00 - 22:00,070-4202-5347,122
로야토야, 정통 일식 / 일반 일식,4.1,서울시 마포구 연남동 568-30 민호빌딩 1F,11:30 - 22:00,02-3142-0911,139
빵어니스타, 카페 / 디저트,4.1,서울시 마포구 연남동 240-34 2F,화-토: 12:00 - 22:00 일: 12:00 - 20:00,02-336-7768,88
비전스트롤, 카페 / 디저트,4.1,서울시 마포구 망원동 422-32,12:00 - 21:00,0507-1423-8510,66
딥블루레이크커피, 카페 / 디저트,4.1,서울시 마포구 망원동 411-12,화-토: 11:00 - 22:00 일: 11:00 - 18:00,02-323-8532,68
더페이머스램, 브런치 / 버거 / 샌드위치,4.1,서울시 마포구 서교동 447-7,08:00 - 23:00,02-334-2352,71
젤라띠젤라띠, 카페 / 디저트,4.1,서울시 마포구 서교동 407-8,일-목: 12:00 - 23:00 금-토: 12:00 - 01:00,02-3144-3281,289
오늘의 위로, 카페 / 디저트,4.1,서울시 마포구 망원동 467-18,13:00 - 19:00,02-322-5203,40
비로소커피, 카페 / 디저트,4.1,서울시 마포구 신수동 85-19,10:00 - 22:00,02-712-9030,60
테일러커피, 카페 / 디저트,4.1,서울시 마포구 연남동 224-57,11:30 - 23:00,02-3143-0355,78
중화복춘 골드, 정통 중식 / 일반 중식,4.1,서울시 마포구 동교동 204-54 태성빌딩 1F,12:00 - 23:00,070-8803-2207,33
수지앤파스타, 기타 양식,4.1,서울시 마포구 상수동 313-1,11:30 - 22:00,02-6397-8780,55
미쁘동, 돈부리 / 일본 카레 / 벤토,4.1,서울시 마포구 연남동 384-7 2F,11:00 - 01:00,070-4242-1881,51
호계식, 닭 / 오리 요리,4.1,서울시 마포구 합정동 433-1,12:00 - 21:00,02-6084-9996,50
발리문, 다국적 아시아 음식,4.1,서울시 마포구 연남동 228-48 2F,12:00 - 21:00,070-7774-8282,44
대한각, 정통 중식 / 일반 중식,4.1,서울시 마포구 합정동 473 딜라이트스퀘어 226호,화-금: 11:30 - 22:00 토-일: 11:30 - 21:00,02-798-0266,31
진미식당, 한정식 / 백반 / 정통 한식,4.1,서울시 마포구 공덕동 105-127 선화의원,월-금: 12:00 - 20:00 토: 12:00 - 21:00,02-3211-4468,52
몰토베네, 이탈리안,4.1,서울시 마포구 합정동 361-20 1F,11:30 - 22:00,02-6407-5678,32
또보겠지떡볶이집, 기타 한식,4.1,서울시 마포구 서교동 396-32,11:30 - 21:00,0507-1403-2839,53
마포리1987, 퓨전 양식,4.1,서울시 마포구 대흥동 403,11:30 - 23:00,02-6402-8975,24
경기떡집, 카페 / 디저트,4.1,서울시 마포구 망원동 378-7,월-금: 07:00 - 18:30 토: 07:00 - 20:00,02-333-8880,45
카타코토, 돈부리 / 일본 카레 / 벤토,4.1,서울시 마포구 서교동 463-22,월-금: 08:00 - 20:00 토: 11:30 - 19:00,02-3141-5151,30
더피자보이즈, 이탈리안,4.1,서울시 마포구 서교동 402-5 2F,월-토: 12:00-22:00 일: 12:00-21:00,02-322-9896,42
온미동, 돈부리 / 일본 카레 / 벤토,4.1,서울시 마포구 동교동 197-40,11:30 - 21:30,02-323-0626,22
양송이식당, 퓨전 한식,4.1,서울시 마포구 신수동 404-2 1F,12:00 - 22:00,010-9189-2005,15
정돈, 까스 요리,4.1,서울시 마포구 서교동 408-26,11:30 - 22:00,02-336-0923,35
아각아각, 다국적 아시아 음식,4.1,서울시 마포구 연남동 570-23,15:00 - 17:30,,23
타스, 다국적 아시아 음식,4.1,서울시 마포구 동교동 147-50,금-토: 15:00 - 17:00,070-4647-0447,17
요요스시, 회 / 스시,4.1,서울시 마포구 서교동 394-57,11:30 - 22:00,02-333-1944,38
에이든, 칵테일 / 와인,4.1,서울시 마포구 연남동 390-78 1F,,0507-1399-1725,9
서울브루어리, 치킨 / 호프 / 펍,4.1,서울시 마포구 합정동 368-10,월-목: 18:00 - 24:00 금: 18:00 - 00:30 토-일: 13:00 - 00:30,070-7756-0915,21
힠컵, 일반 주점,4.1,서울시 마포구 연남동 390-67 1F,17:00 - 02:00,010-2020-8231,12
쿠차라, 남미 음식,4.1,서울시 마포구 서교동 490 메세나폴리스 B1,11:00 - 22:00,02-332-2155,53
장작집, 닭 / 오리 요리,4.1,서울시 마포구 연남동 570-38,16:00 - 02:00,010-3336-8844,18
행진, 고기 요리,4.1,서울시 마포구 합정동 427-5,12:00 - 04:00,02-336-4275,16
뫼촌, 닭 / 오리 요리,4.1,서울시 마포구 도화동 184-10,11:00 - 22:00,02-711-9966,27
퓨전선술집, 이자카야 / 오뎅 / 꼬치,4.1,서울시 마포구 합정동 383-9,18:30 - 01:00,02-335-4764,19
퍼블리크, 카페 / 디저트,4.1,서울시 마포구 구수동 70-3,09:00 - 21:30,02-702-6919,28
명품잔치국수, 국수 / 면 요리,4.1,서울시 마포구 서교동 479-8,10:00 - 22:00,02-336-2004,21
하나라멘, 라멘 / 소바 / 우동,4.1,서울시 마포구 연남동 390-44 1F,,070-4159-8887,16
오우야 에스프레소바, 카페 / 디저트,4.1,서울시 마포구 합정동 370-25 엠슨빌딩 1F,10:00 - 20:00,02-2088-2101,11
쿠시무라, 이자카야 / 오뎅 / 꼬치,4.1,서울시 마포구 상수동 341-5,19:00 - 04:00,02-333-2650,22
크레이지파이, 카페 / 디저트,4.1,서울시 마포구 합정동 434-40 102호,11:30 - 20:30,02-3144-4816,12
비앤비, 칵테일 / 와인,4.1,서울시 마포구 합정동 412-29 B1,18:00 - 04:00,02-722-1254,22
상수동카스티야, 베이커리,4.1,서울시 마포구 상수동 310-11,11:00 - 19:00,010-4659-2999,18
